"rank_total","sum_total","sum_mean","sum_median","test_para","predict_vector"
109,2987158,426736.857142857,61904,176801.058035714,204502.468639585
110,342335,114111.666666667,102178,189246.973214286,207632.227353904
111,2184978,728326,94217,239260.541666667,209451.783183808
112,2473883,618470.75,154612,221499.916666667,209911.848802899
113,4753775,1188443.75,1297098,203739.291666667,209004.331647913
114,426338,106584.5,99081,214073.699404762,206762.7427282
115,2443652,407275.333333333,91942.5,224408.107142857,203260.491943208
116,2395622,342231.714285714,72927,160590.303571429,197310.317627281
117,774180,96772.5,86618,182820.151785714,189782.869810849
118,410100,205050,205050,205050,182916.48955941
119,439071,87814.2,84596,156146.8,175478.378416616
120,2610743,326342.875,96456,197548.215909091,167658.481039204
121,1140057,126673,84528,175668.015909091,159643.149580015
122,3701383,336489.363636364,125148,153787.815909091,151608.154752653
123,205878,68626,101689,155566.479383117,143712.813359688
124,1101416,157345.142857143,67482,157345.142857143,136095.472302799
125,473473,94694.6,107779,94694.6,128870.474648021
126,4420943,552617.875,108476.5,94324.0662183973,122126.620642809
127,148891,37222.75,33264,94279.8997921414,115927.035189349
128,328572,82143,85060,94235.7333658854,110310.270576973
129,2347680,335382.857142857,71671,97701.4444444444,105292.414028016
130,1019339,113259.888888889,92703,113259.888888889,100869.935763389
131,2740090,210776.153846154,58418,124106.08072708,97023.0041461772
132,2265147,226514.7,32147,128821.861606696,92957.7727856846
133,1878819,208757.666666667,94591,133537.642486311,89687.6435246636
134,214137,30591,25575,129733.333333333,87545.3768248565
135,608508,50709,40336,133295.56547619,85779.4465493877
136,1635605,233657.857142857,29646,112657.782738095,84338.7843713932
137,276060,92020,72788,92020,83174.5397354348
138,719452,79939.1111111111,87181,79939.1111111111,82241.3414570544
139,2226349,278293.625,61183,78592.1984126984,81498.1159464829
140,540717,77245.2857142857,31674,77245.2857142857,80908.5209762372
141,475876,59484.5,72953.5,56958.2857142857,80441.0639625959
142,256699,36671.2857142857,27433,47211.6928571429,80068.9764923209
143,374651,37465.1,29638,46542.75,79769.9138494821
144,150341,37585.25,32763,45873.8071428571,79525.5412554693
145,345444,49349.1428571429,71189,49349.1428571429,79321.0590310751
146,389334,64889,63971.5,64889,79144.7083204772
147,105327,26331.75,25589,63555.1875,78949.702187725
148,116009,23201.8,23724,62221.375,78771.6170445033
149,392444,98111,99877.5,62843.0625,78634.1311162459
150,112,112,112,63464.75,78497.4643695005
151,1878008,187800.8,71549,60494.875,78359.0782556093
152,345150,57525,54795,57525,78217.1432710618
153,314224,104741.333333333,144240,70252.1,78070.3625004505
154,414896,82979.2,76545,65325.175,77917.8332922643
155,241593,60398.25,56904,60398.25,77758.9408152207
156,2442155,407025.833333333,102693.5,65620.7916666667,77593.2775728963
157,212530,70843.3333333333,90007,70843.3333333333,77420.5835582372
158,335625,47946.4285714286,50429,60499.8883928571,77240.7024658527
159,346723,86680.75,100752,50156.443452381,77053.550147121
160,143,143,143,52366.4583333333,76859.0922237727
161,928958,232239.5,59741.5,52348.7863769531,76657.3284302926
162,107884,35961.3333333333,24231,52331.1144205729,76395.112560219
163,141840,35460,31799.5,52989.2591145833,76121.1450689678
164,348016,58002.6666666667,52988,58002.6666666667,75894.0853091794
165,471001,94200.2,82515,70851.1333333333,75659.9207215744
166,2341748,390291.333333333,94373.5,72025.0666666667,75418.7169810115
167,73199,73199,73199,73199,75170.5434823552
168,203117,33852.8333333333,28867.5,73148.5714285714,74915.4726189082
169,511687,73098.1428571429,62710,73098.1428571429,74653.5793182802
170,209605,52401.25,58076.5,74955.8339285714,74384.9407417585
171,42177,42177,42177,76813.525,74109.6360860226
172,506129,101225.8,62374,72277.559500558,73827.7464479697
173,206773,51693.25,57470.5,67741.5940011161,73539.3547278411
174,642099,91728.4285714286,34585,71229.8005022321,73244.5455551875
175,402651,201325.5,201325.5,80517.0369698661,72943.4052281707
176,2275120,284390,66890,74877.1570347377,72636.0216604473
177,350166,87541.5,50443.5,69237.2770996094,72243.3378544498
178,381117,54445.2857142857,64220,72950.1474783761,71840.8395053093
179,90102,30034,12442,76663.0178571429,71512.3191117088
180,395523,98880.75,37516,77659.0089285714,71177.9698054146
181,550585,78655,23142,78655,70837.8875451632
182,278504,69626,58929.5,69626,70492.1696034356
183,1117464,558732,558732,73030.46875,70140.9145200925
184,1386676,346669,60181.5,76434.9375,69784.2220556363
185,158448,52816,148,66676.8020833333,69422.1931441069
186,0,0,NA,68309.21796875,69054.9298456254
187,183064,61021.3333333333,60188,69941.6338541667,68682.5352986114
188,380171,76034.2,44640,76034.2,68305.1136717006
189,287367,143683.5,143683.5,80898.275,67922.7701153921
190,3408622,486946,72621,76254.9375,67535.6107134557
191,415602,103900.5,58898.5,71611.6,67143.7424341296
192,206582,41316.4,37401,59805.275,66747.2730811405
193,953705,119213.125,55914,47998.95,66245.5177495738
194,109363,54681.5,54681.5,54681.5,65736.6844257038
195,502804,100560.8,49792,100560.8,65324.9711777582
196,2101708,300244,96056,99071.125,64909.1509924979
197,1484277,247379.5,53085.5,97581.45,64489.335388295
198,84771,21192.75,14962.5,98354.8070391414,64065.6363984344
199,504003,100800.6,105168,98710.0550978535,63638.1665217818
200,148352,37088,29825.5,99065.3031565657,63207.0386735346
201,777384,194346,197606.5,85332.0622474747,62772.3661360852
202,4513183,501464.777777778,47632,71598.8213383838,62334.2625100261
203,504544,45867.6363636364,51369,45867.6363636364,61892.8416653265
204,1413452,282690.4,64423,48715.4431818182,61448.2176927081
205,206253,51563.25,50618.5,51563.25,61000.5048552507
206,142,142,142,54628.875,60549.8175402532
207,115389,57694.5,57694.5,57694.5,60096.27021138
208,130112,32528,26009,32528,59525.5699027432
209,220913,44182.6,24295,44182.6,58950.6406286785
210,144740,48246.6666666667,39599,48246.6666666667,58487.9846437999
211,9738,9738,9738,46032.8333333333,58022.983410101
212,0,0,NA,43819,57555.7509711479
213,190544,63514.6666666667,138,63514.6666666667,57086.4011446066
214,341928,48846.8571428571,39909,48846.8571428571,56615.0474773659
215,339067,56511.1666666667,42438,56511.1666666667,56141.8032011616
216,156252,39063,43220,39063,55666.7811887267
217,790871,112981.571428571,48028,62195.1428571429,55190.09391049
218,2529098,361299.714285714,48452,59934.0714285714,54711.8533918455
219,173019,57673,64043,57673,54232.1711710129
220,476597,68085.2857142857,57703,68085.2857142857,53751.1582575118
221,247064,35294.8571428571,41220,35294.8571428571,53268.9250912678
222,189564,63188,53372,63188,52785.5815023725
223,1415892,157321.333333333,47258,72979.1458333333,52180.03380118
224,1827110,609036.666666667,193950,73180.6841635931,51573.0792260701
225,378465,75693,38898,72660.1045231819,51086.7043451971
226,1585055,264175.833333333,66037.5,71836.2353350889,50599.7046858273
227,1518334,253055.666666667,78422.5,71012.3661469959,50112.1860355685
228,1436940,205277.142857143,50576,63128.3799409412,49624.2533277844
229,94120,47060,47060,47060,49136.0106068063
230,387409,64568.1666666667,45169.5,64568.1666666667,48647.560993939
231,177412,44353,45138.5,44353,48159.0066542706
232,221102,44220.4,41230,44220.4,47670.4487643023
233,1189338,297334.5,47828.5,35638.0333333333,47181.9874804063
234,162334,27055.6666666667,29454,36269.9791666667,46693.7219081263
235,350740,29228.3333333333,33650,36901.925,46205.7500723282
236,124112,41370.6666666667,44645,41370.6666666667,45718.1688882121
237,311301,51883.5,38781.5,43233.75,45231.0741331944
238,270581,45096.8333333333,47344.5,45096.8333333333,44623.0119482645
239,145391,36347.75,47471,36347.75,44016.0833285894
240,392181,65363.5,35863,34592.2083333333,43531.4282671465
241,295530,32836.6666666667,39204,32836.6666666667,43047.6758435796
242,107610,21522,14111,38340.3833333333,42564.9151144717
243,228286,76095.3333333333,48957,43844.1,42083.233837555
244,166111,33222.2,37722,33222.2,41602.7184503285
245,408774,68129,43449.5,43449.3272727273,41123.4540495931
246,590441,53676.4545454545,31193,43490.9196574471,40645.5243719045
247,1348437,269687.4,49304,43532.512042167,40169.0117749482
248,133761,66880.5,66880.5,42931.2861432162,39693.9972198342
249,192557,48139.25,41822,41421.4514737216,39220.5602543149
250,138942,34735.5,34146.5,34735.5,38748.7789969226
251,74570,37285,37285,31409.875,38278.7301220283
252,224674,28084.25,35132.5,28084.25,37810.4888458174
253,10756,10756,10756,28542.0186197917,37344.128913182
254,391772,78354.4,31754,28999.7872395833,36763.8707680564
255,77992,25997.3333333333,16916,31650.5015625,36186.9304940728
256,185639,37127.8,44671,33283.50078125,35727.7144877116
257,139666,34916.5,38793.5,31158.6670572917,35270.6931639674
258,174203,29033.8333333333,35830,29033.8333333333,34815.9319818897
259,67301,22433.6666666667,26928,30041.9583333333,34363.4948660833
260,308921,61784.2,50874,31050.0833333333,33913.4442003291
261,79333,39666.5,39666.5,27786.9166666667,33465.8408220759
262,98095,24523.75,25369,29793.9583333333,33020.7440177943
263,254408,31801,35081,31801,32578.2115191857
264,0,0,NA,29617.9166666667,32138.2995002369
265,1206843,201140.5,38000.5,27434.8333333333,31701.0625751098
266,164609,54869.6666666667,43359,25928.2604166667,31266.5537968585
267,55258,18419.3333333333,21661,25922.2760416667,30834.8246569613
268,44462,44462,44462,25916.2916666667,30405.9250856577
269,133653,33413.25,39077.5,27048.2458333333,29873.761480946
270,140901,28180.2,31854,28180.2,29346.3691150133
271,127907,25581.4,35786,28397.95,28927.7437297154
272,91773,11471.625,10879,28615.7,28512.1533272921
273,118319,39439.6666666667,44512,29702.5833333333,28099.6392920688
274,80351,40175.5,40175.5,30789.4666666667,27690.2414681314
275,56742,28371,28371,30609.7542317708,27283.998165315
276,78765,15753,13807,30430.041796875,26880.9461658904
277,213959,53489.75,51448.5,30792.9353027344,26481.120731934
278,168378,33675.6,39329,30909.4926513672,26084.5556133647
279,264493,44082.1666666667,28656.5,31026.05,25691.2830566369
280,56753,28376.5,28376.5,29786.915625,25301.3338140698
281,75952,75952,75952,28547.78125,24914.7371538017
282,90807,22701.75,22678.5,28719.0625,24531.5208703511
283,127596,31899,27004,29755.4479166667,24151.7112957707
284,184751,30791.8333333333,24880.5,30791.8333333333,23681.6696290678
285,80289,26763,27832,29804,23217.2514574924
286,149825,37456.25,42996.5,28816.1666666667,22849.5518962437
287,92608,30869.3333333333,29315,30869.3333333333,22485.359767551
288,170427,34085.4,33977,28732.6666666667,22124.6935842178
289,53192,26596,26596,29738.4583333333,21767.5704824027
290,87171,21792.75,21004.5,30744.25,21414.0062366985
291,139570,34892.5,36189.5,29965.7916666667,21064.0152756627
292,87562,29187.3333333333,29012,29187.3333333333,20717.6106977853
293,97547,24386.75,20618.5,24386.75,20374.8042878749
294,33407,8351.75,10906.5,23513.029683431,20035.606533847
295,1144544,286136,36106,23107.0455627441,19700.0266438984
296,65413,21804.3333333333,25418,22979.7659454346,19368.0725640495
297,42586,21293,21293,23471.3829727173,19039.7509960377
298,138721,34680.25,35836.5,23963,18715.0674155465
299,53266,26633,26633,26633,18394.0260907519
300,174588,24941.1428571429,31510,24941.1428571429,18155.5232552992
