301,107207,26801.75,23170.5,26801.75
302,31083,7770.75,7277,22916.9007573128
303,22433,11216.5,11216.5,20985.9393932819
304,33094,16547,16547,19054.9780292511
305,55824,13956,7233,19105.9841918945
306,73346,18336.5,13175,19854.7061767578
307,31504,31504,31504,21362.53125
308,128951,32237.75,30959.5,24388.5625
309,138185,17273.125,17946,22907.6145833333
310,64280,21426.6666666667,14251,21426.6666666667
311,29219,29219,29219,25298.7833333333
312,43075,14358.3333333333,4621,27210.7916666667
313,145614,29122.8,24812,27054.5760416667
314,11058,11058,11058,26898.3604166667
315,105314,26328.5,18659.5,26328.5
316,98479,24619.75,24082,24619.75
317,58763,19587.6666666667,27136,23998.8541666667
318,162519,32503.8,31305,23377.9583333333
319,108673,27168.25,28275,27168.25
320,46850,23425,23425,23425
321,139712,23285.3333333333,25536.5,23285.3333333333
322,70734,35367,35367,23904.1666666667
323,73569,24523,30884,23941.9761904762
324,51928,25964,25964,23979.7857142857
325,164056,23436.5714285714,26189,23436.5714285714
326,57392,19130.6666666667,24244,20626.1071428571
327,24304,12152,12152,20130.4890625
328,53511,17837,11520,19634.8709821429
329,90631,18126.2,12484,20038.1883928571
330,157628,31525.6,30927,21397.5
331,75505,12584.1666666667,9802,21383.5333333333
332,35624,17812,17812,21369.5666666667
333,39251,13083.6666666667,10345,19849.1166666667
334,47568,9513.6,9445,21711.3916666667
335,70721,23573.6666666667,19486,21536.1125
336,67531,33765.5,33765.5,21360.8333333333
337,41716,10429,8456.5,19148
338,63884,21294.6666666667,21735,21294.6666666667
339,71660,23886.6666666667,24096,21117.75
340,53213,26606.5,26606.5,20940.8333333333
341,35990,17995,17995,20456.5166666667
342,99861,19972.2,12268,19972.2
343,40884,20442,20442,20442
344,64164,21388,22630,18809.8333333333
345,37094,12364.6666666667,7706,17177.6666666667
346,0,0,NA,16357.765625
347,94990,13570,11735,16029.8307291667
348,0,0,NA,15701.8958333333
349,32519,16259.5,16259.5,16259.5
350,24862,12431,12431,16504.1666666667
351,55489,27744.5,27744.5,16748.8333333333
352,63200,21066.6666666667,23686,16467.3333333333
353,80159,26719.6666666667,24914,16185.8333333333
354,33915,11305,11149,15547.6041666667
355,31482,10494,14053,15333.6354166667
356,45359,15119.6666666667,20627,15191.3177083333
357,60196,15049,18342,15049
358,121797,20299.5,24040.5,17049.0078125
359,0,0,NA,17423.76953125
360,61093,30546.5,30546.5,17798.53125
361,0,0,NA,15273.25
362,0,0,NA,15747.45625
363,59507,11901.4,9721,16221.6625
364,37712,18856,18856,15928.39375
365,12124,12124,12124,15635.125
366,47793,23896.5,23896.5,15428.6822916667
367,50818,12704.5,9966,15222.2395833333
368,61624,20541.3333333333,25714,16274.6666666667
369,175,175,175,19844.8333333333
370,57445,19148.3333333333,21165,19148.3333333333
371,68620,22873.3333333333,20431,20138.1666666667
372,63384,21128,25423,20157.5768229167
373,58615,29307.5,29307.5,20176.9869791667
374,0,0,NA,20002.3125
375,53073,17691,17249,17691
376,50712,16904,15279,16904
