3059267,69,109,0.633027522936
3088752,1,1,1.0
3054795,308,419,0.73508353222
3059640,44,66,0.666666666667
3158713,73,149,0.489932885906
3059267,69,109,0.633027522936
3065641,238,391,0.608695652174
3073418,305,434,0.702764976959
3084499,37,54,0.685185185185
3088442,216,281,0.768683274021
3085621,228,352,0.647727272727
3048273,190,332,0.572289156627
3080405,106,180,0.588888888889
3086919,52,80,0.65
3139938,72,109,0.660550458716
3136063,65,91,0.714285714286
3055998,163,302,0.539735099338
3121709,104,181,0.574585635359
3110142,105,178,0.589887640449
3121613,40,66,0.606060606061
3026609,125,230,0.54347826087
3120452,170,243,0.699588477366
3183741,63,103,0.611650485437
3119481,87,120,0.725
3024630,136,205,0.663414634146
3203640,10,16,0.625
3136323,52,91,0.571428571429
3090510,147,212,0.693396226415
3205044,3,9,0.333333333333
3142647,107,154,0.694805194805
3126929,5,10,0.5
3165514,14,23,0.608695652174
3063786,63,100,0.63
3204789,9,12,0.75
3073800,73,99,0.737373737374
3187065,28,45,0.622222222222
3038946,29,70,0.414285714286
3206307,0,0,
3194667,22,40,0.55
3011734,703,1189,0.591253153911
3017057,589,1055,0.558293838863
3092667,275,399,0.689223057644
3052368,367,614,0.597719869707
3090971,269,432,0.622685185185
3087100,255,438,0.582191780822
3086294,278,468,0.594017094017
3014783,495,803,0.616438356164
3109604,228,346,0.658959537572
3168209,90,144,0.625
3009289,683,1140,0.599122807018
3169363,84,154,0.545454545455
3091129,280,418,0.66985645933
3024350,343,549,0.624772313297
3016368,570,1050,0.542857142857
3010821,733,1129,0.649247121346
3026654,483,753,0.641434262948
3013389,516,1169,0.441402908469
3012470,589,1188,0.495791245791
3093682,267,405,0.659259259259
3072493,345,544,0.634191176471
3117470,188,298,0.630872483221
3162496,27,46,0.586956521739
3040689,439,668,0.657185628743
3025632,494,686,0.720116618076
3121677,88,139,0.63309352518
3009966,453,1103,0.410698096102
3087748,219,390,0.561538461538
3062217,271,423,0.640661938534
3119824,165,315,0.52380952381
3090717,199,363,0.548209366391
3103324,93,148,0.628378378378
3013480,499,860,0.58023255814
3015676,608,944,0.64406779661
3015933,286,429,0.666666666667
3024027,287,440,0.652272727273
3122375,189,310,0.609677419355
3022612,337,644,0.523291925466
3023623,118,254,0.464566929134
3019494,361,548,0.658759124088
3045136,331,444,0.745495495495
3202696,6,16,0.375
3137475,160,257,0.622568093385
3019824,534,870,0.613793103448
3021777,460,725,0.634482758621
3098215,15,25,0.6
3130292,43,69,0.623188405797
3175295,58,100,0.58
3072401,338,533,0.634146341463
3044206,177,285,0.621052631579
3175225,83,138,0.601449275362
3038915,322,461,0.698481561822
3061289,300,556,0.539568345324
3044892,286,423,0.676122931442
3044211,419,638,0.656739811912
3038211,405,554,0.731046931408
3052427,140,203,0.689655172414
