1,2224029.01822917
2,2198061.69097222
3,2094192.38194444
4,1811959.26388889
5,1216412.5
6,1396248.99765625
7,1433119.36879185
8,1449938.32725307
9,1466757.28571429
10,1163546.33333333
11,1116031.62673611
12,1068516.92013889
13,1010539.00694444
14,887277.555555556
15,1010747.44444444
16,827475.1
17,812883.428571429
18,806746.652472527
19,800609.876373626
20,746358.5
21,730627.8
22,765867.75
23,729519.375
24,693171
25,617051.333333333
26,718523
27,620499
28,674835
29,690239.5
30,762375.851851852
31,591321.833333333
32,608514.956521739
33,604639.35326087
34,600763.75
35,588910.931785714
36,572420.12689217
37,555929.321998626
38,554485.137853709
39,553040.953708791
40,535513.720462993
41,481218.095525614
42,426922.470588235
43,430872
44,389108.476190476
45,374765.357142857
46,349333.293956044
47,343656.012362637
48,337978.730769231
49,354060.052631579
50,329325.067982456
51,328401.938753133
52,327478.80952381
53,285493.44
54,320164.432432432
55,233681.153846154
56,255058.277777778
57,264376.876633987
58,260543.247140523
59,256709.617647059
60,257686.90625
61,255207.563015488
62,252728.219780975
63,240738.318181818
64,241626.674242424
65,242515.03030303
66,227986.257086999
67,213457.483870968
68,244091.102
69,216355.333333333
70,217713.4375
71,219071.541666667
72,213770.557414337
73,208469.573162008
74,220918.304347826
75,214195.379310345
76,210695.369655172
77,207195.36
78,216532.339090909
79,225869.318181818
80,226995.325757576
81,221358.279545455
82,215721.233333333
83,219582.442391215
84,217948.072932061
85,216313.703472906
86,191691.685069787
87,167069.666666667
88,192766.555555556
89,189159.956521739
90,174278.916666667
91,169883.864346591
92,165488.812026515
93,164428.1
94,164086.953914141
95,163745.807828283
96,161868.875477994
97,159991.943127706
98,154346.522619048
99,142469.95
100,153309.8
101,153118.566666667
102,145395.266666667
103,144911.771568627
104,144428.276470588
105,144594.63120783
106,144760.985945072
107,149445.345631065
108,159617.375769231
109,142775.130434783
110,145134.156126482
111,143841.323737085
112,142548.491347687
113,137603.800877193
114,142777.233333333
115,144512.883055556
116,143773.221527778
117,143033.56
118,126737.771071429
119,125202.552202381
120,123667.333333333
121,124620.507218196
122,125573.68110306
123,136784.148148148
124,127863.552409166
125,118942.956670184
126,119421.465064506
127,121813.926766543
128,126987.277777778
129,123931.260869565
130,128574.137608696
131,128250.708152174
132,127927.278695652
133,117211.238095238
134,120545.261904762
135,123879.285714286
136,117698.403726708
137,111517.52173913
138,117481.493012422
139,115711.168759154
140,113940.844505885
141,109430.928115361
142,107771.339564986
143,108242.867225675
144,108714.394886364
145,110225.330503465
146,109829.400122299
147,109433.469741133
148,104393.225217391
149,101600.45708238
150,106034.518014874
151,103526.308730908
152,101018.099446942
153,99498.4025636725
154,99294.933238358
155,99091.4639130435
156,102490.794227584
157,101398.94473284
158,100307.095238095
159,98881.8937728938
160,97456.6923076923
161,96610.2568681319
162,97441.7496570097
163,98273.2424458874
164,100782.663463203
165,101989.105606061
166,103195.547748918
167,96448.3809523809
168,99639.2077175698
169,102830.034482759
170,99167.799850075
171,97377.290480593
172,95586.7811111111
173,92171.2496805556
174,90927.0830902778
175,90598.3827546559
176,90269.6824190341
177,90856.4483380682
178,92426.6590909091
179,91197.1180985502
180,89967.5771061912
181,83290.0842427508
182,76612.5913793103
183,83226.7123563218
184,82730.1202673256
185,82233.5281783293
186,78742.0913982043
187,78144.8351727864
188,77547.5789473684
189,80698.3410406347
190,78567.4131673762
191,76436.4852941177
192,76522.3734766528
193,76608.2616591879
194,73785.8711444627
195,75012.1691639254
196,75779.3800700444
197,75298.4083521783
198,74817.4366343123
199,73643.0301253434
200,74922.1408962912
201,73798.7069815991
202,72675.273066907
203,71539.6362547576
204,71258.2544815455
205,70976.8727083333
206,70342.2259982639
207,70465.6129991319
208,70589
209,71313.7885338346
210,72038.5770676692
211,70677.759962406
212,69316.9428571429
213,69871.5017857143
214,70426.0607142857
215,69943.4322802198
216,69460.8038461539
217,64542.3076923077
218,62882.4845199378
219,62518.9443315187
220,64007.0318832681
221,65495.1194350176
222,64962.7472175088
223,64430.375
224,63634.3541666667
225,62838.3333333333
226,61651.4523809524
227,60464.5714285714
228,61771.7301587302
229,63078.8888888889
230,59654.0553846154
231,62363.028537231
232,62255.3905368277
233,62147.7525364243
234,60595.1974477199
235,57254.2585714286
236,55152.1551866883
237,54721.6585024351
238,54291.1618181818
239,57070.9809090909
240,57138.8401515151
241,57206.6993939394
242,56732.1666666667
243,52914.5044871795
244,52945.4022435897
245,52976.3
246,54675.3722222222
247,56374.4444444444
248,56222.6188568376
249,56070.7932692308
250,53489.7331730769
251,52605.8903960623
252,54260.4684664294
253,54575.7685946866
254,54891.0687229437
255,53867.0909090909
256,53708.3636363636
257,53549.6363636364
258,45091.1818181818
259,45806.6523076923
260,44304.8523776224
261,44117.8490550563
262,43930.8457324902
263,43943.3037377076
264,44035.5462740385
265,44650.25
266,45195.8181818182
267,46268.9564123377
268,46034.5771224381
269,45800.1978325386
270,44878.8499365869
271,42893.8392857143
272,41106.6974206349
273,39319.5555555556
274,39970.0909090909
275,42063.3787878788
276,42366.0539772727
277,42668.7291666667
278,41180.7916666667
279,39970.9709821429
280,39929.1045386905
281,39887.2380952381
282,41250.6026785714
283,42613.9672619048
284,39542.7916666667
285,39000.2916666667
286,38457.7916666667
287,37152.1101190476
288,35846.4285714286
289,40593.2142857143
290,37609.7350595238
291,34626.2558333333
292,36017.9998295454
293,37409.7438257576
294,37490.157165404
295,37570.5705050505
296,35525.9995382395
297,33481.4285714286
298,34399.130952381
299,35316.8333333333
300,30615.7152777778
