301,203924,22658.2222222222,14996,30185.6426725943
302,136409,19487,15340,30122.8329612323
303,263555,29283.8888888889,27178,30060.0232498702
304,246411,22401,22858,30123.1018842269
305,325682,25052.4615384615,14524,30962.3148795649
306,382321,34756.4545454545,31212,30979.6574397824
307,371964,30997,29111.5,30997
308,406245,45138.3333333333,22831,33621.0467657343
309,565779,43521.4615384615,48113,33607.4101289336
310,116985,19497.5,19426,33593.7734921329
311,360377,32761.5454545455,28968,32761.5454545455
312,233042,33291.7142857143,34495,32585.1507034632
313,204185,29169.2857142857,13264,32408.755952381
314,147165,18395.625,12889,31525.7976190476
315,154450,22064.2857142857,16012,30551.6761904762
316,252887,42147.8333333333,36590,29577.5547619048
317,126364,25272.8,10718,27784.9232142857
318,250194,25019.4,18103,27248.3532738095
319,110758,22151.6,21764,27826.2599702381
320,170425,28404.1666666667,20252,28404.1666666667
321,170804,24400.5714285714,20177,27660.5094587054
322,174263,24894.7142857143,25239,26916.8522507441
323,248199,41366.5,36137,27184.2640252976
324,131983,26396.6,21065,27907.770610119
325,114879,16411.2857142857,13578,29386.8625
326,259017,32377.125,28061.5,32377.125
327,373923,33993,24980,32480.3958333333
328,391004,32583.6666666667,33159,32583.6666666667
329,153773,19221.625,19272,31782.9895833333
330,32032,8008,7335,30982.3125
331,85486,42743,42743,28523.25625
332,130321,26064.2,14366,28210.303125
333,150732,25122,20009,27897.35
334,237844,29730.5,26304,29730.5
335,529017,33063.5625,25745.5,31269.65
336,164044,32808.8,17882,28436.53125
337,32230,16115,16115,27975.515625
338,385203,27514.5,22383,27514.5
339,288744,32082.6666666667,32924,32082.6666666667
340,131974,32993.5,16328,32993.5
341,242136,34590.8571428571,31050,33074.5
342,331555,33155.5,28607,33155.5
343,298872,33208,21750,33208
344,183450,22931.25,13300,31707.8125
345,162137,18015.2222222222,14692,30207.625
346,74968,37484,37484,26965.7291666667
347,142343,23723.8333333333,21248,27333.6284722222
348,112872,18812,17347,27701.5277777778
349,285113,31679.2222222222,27435,27799.2138888889
350,278969,27896.9,23447.5,27896.9
351,245768,40961.3333333333,50052,25428.653125
352,69574,17393.5,14807,24970.812890625
353,168877,21109.625,21237,24512.97265625
354,94617,18923.4,25296,24673.8125
355,112952,28238,25747,28238
356,99112,19822.4,20210,28217.25
357,109302,36434,36374,28196.5
358,120285,24057,16986,24057
359,67795,22598.3333333333,21860,24997.7916666667
360,97191,32397,32234,25938.5833333333
361,112111,22422.2,14764,23566.5520833333
362,44710,14903.3333333333,9718,21194.5208333333
363,149911,18738.875,17633,21411.9614025298
364,9746,9746,9746,21629.4019717262
365,145082,18135.25,18280,22381.4598214286
366,184281,26325.8571428571,15557,21400.3409598214
367,30871,15435.5,15435.5,20419.2220982143
368,147624,18453,16295,18453
369,218963,36493.8333333333,26992,18187
370,35842,17921,17921,18122.5
371,108348,18058,12270,17978.4166666667
372,160509,17834.3333333333,15824,17834.3333333333
373,199409,22156.5555555556,17684,17332.3888888889
374,151474,16830.4444444444,15695,16830.4444444444
375,302191,27471.9090909091,22848,19223.9722222222
376,129705,21617.5,21250,19538.0218253968
377,155160,22165.7142857143,12372,19852.0714285714
378,74019,10574.1428571429,8939,18086.6428571429
379,304024,33780.4444444444,31257,17763.8214285714
380,69764,17441,17485.5,17441
381,68338.56,13667.712,14558,19147.8125
382,166837,20854.625,19001.5,20854.625
383,116060,16580,12642,16580
384,222306,24700.6666666667,25359,16077.5625
385,124601,15575.125,11450,16824.4955357143
386,123000,17571.4285714286,18004,17571.4285714286
387,85466,14244.3333333333,11913,20030.5976190476
388,192641,38528.2,11218,20078.2704117064
389,153676,30735.2,13016,20125.9432043651
390,221878,22187.8,11287,19067.1959325397
391,173034,21629.25,20575.5,16713.1728174603
392,107110,11901.1111111111,11770,16612.7417441716
393,37308.7,9327.175,9444.425,16512.3106708829
394,119849,14981.125,10397,16718.998859127
395,68971,13794.2,14136,18408.8625
396,80496,13416,14002.5,20214.0625434028
397,89637,29879,38666,20054.3282335069
398,235048,26116.4444444444,23807,19894.5939236111
399,102613,14659,10014,17723.9636284722
400,55926,13981.5,4340,17603.5720594618
401,98686,16447.6666666667,16360,17742.0589463976
402,86769,21692.25,18671,17880.5458333333
403,223651,37275.1666666667,33346,19313.425
404,84673,16934.6,12741,18753.2121428571
405,47798,7966.33333333333,8389,18192.9992857143
406,136159.79,19451.3985714286,14858.79,19451.3985714286
407,148514,16501.5555555556,11606,19395.1992857143
408,96695,19339,17410,19339
409,268975.11,22414.5925,12551,20007.117802996
410,176084,25154.8571428571,18882,20283.4854115077
411,21354,7118,6884,20559.8530200195
412,63945,21315,19914,20038.0846365792
413,132145.01,18877.8585714286,20132.01,18877.8585714286
414,193948,19394.8,22785,19394.8
415,64592,10765.3333333333,10266,18593.8
416,88964,17792.8,17954,17387.1
417,24523,24523,24523,16180.4
418,101976,14568,11760,15564.382421875
419,123203,30800.75,20448,15446.5560546875
420,57294,11458.8,11074,15771.3217773438
421,57365,9560.83333333333,7230,16096.0875
422,165867,20733.375,19167,16573.74375
423,85257,17051.4,15952,17051.4
424,126460,14051.1111111111,9400,15827.4398561508
425,56998,11399.6,6482,14603.4797123016
426,60010,10001.6666666667,7270,15155.8483134921
427,51087,10217.4,9812,16348.9928571429
428,171369,57123,17562,16866.7826897321
429,234931,33561.5714285714,4410,17384.5725223214
430,256635,36662.1428571429,8058,16453.5405803571
431,100882.64,14411.8057142857,11533.64,15497.75296875
432,70157,11692.8333333333,10737,15084.938984375
433,117377,14672.125,18059.5,14672.125
434,38052,9513,11147,15920.25
435,137347,17168.375,6988.5,17168.375
436,135699.4,22616.5666666667,20048,14774.6875
437,61905,12381,11730,15358.3080357143
438,63284,10547.3333333333,7033,15941.9285714286
439,136520,19502.8571428571,13896,17410.0119047619
440,29258,9752.66666666667,10758,17440.5741071429
441,109520,18253.3333333333,16509,17471.1363095238
442,85553,17110.6,13819,17110.6
443,56461,11292.2,10596,17015.3625
444,135361,16920.125,10545,16920.125
445,49947,12486.75,7931,15763.0625
446,87636,14606,10190,15380.1032630504
447,123477.68,11225.2436363636,9776,15388.6084587513
448,16976,5658.66666666667,6654,15397.1136544522
449,77731,15546.2,10677,15546.2
450,37251,9312.75,9795.5,17485.1803571429
451,18594,9297,9297,16598.1841517857
452,206749,29535.5714285714,24537,15711.1879464286
453,39560,7912,7436,17207.3939732143
454,93518,18703.6,14386,16797.8969866071
455,81942,16388.4,17542,16388.4
456,78287,15657.4,11035,15657.4
457,91708,18341.6,10638,16917.8833333333
458,63085,12617,9776,17466.5083333333
459,111884,18647.3333333333,10174,17501.1541666667
460,87679,17535.8,10130,17304.547485119
461,61678,10279.6666666667,8234,17107.9408035714
462,147940,18492.5,19569,16680.0816071429
463,75587.77,10798.2528571429,8623,15346.0132142857
464,30617,6123.4,6172,15600.2707589286
465,68004,13600.8,12170,15854.5283035714
466,107606,21521.2,16390,16023.3070507813
467,83482,20870.5,14504,16192.0857979911
468,57624,19208,19392,15956.0168191964
469,69296,9899.42857142857,10234,15314
470,34260,11420,11402,13367.15625
471,89798,22449.5,12116,13348.05078125
472,22938,5734.5,5074,13328.9453125
473,28528,14264,14264,14264
474,68769,22923,11022,14628.03125
475,129577,18511,19764,14992.0625
476,81804,11686.2857142857,6756,14050.3541666667
477,34729,8682.25,7834.5,13108.6458333333
478,37862,12620.6666666667,8994,12620.6666666667
479,23230,7743.33333333333,10806,10492.0625
480,21414,5353.5,3485,10464.2779947917
481,28332,7083,7947,10436.4934895833
482,31662,10554,13412,10554
483,10776,3592,4234,9605.58333333333
484,51943,8657.16666666667,9587.5,10010.0416666667
485,20829,10414.5,10414.5,10414.5
486,103737,9430.63636363636,8928,9430.63636363636
487,110495,12277.2222222222,12060,8747.11818181818
488,40318,8063.6,9222,9142.98617424243
489,140015,23335.8333333333,14545.5,9538.85416666667
490,45115,22557.5,22557.5,11014.1083333333
491,40306,6717.66666666667,4275,10848.7985026042
492,40539,40539,40539,10683.488671875
493,29422,9807.33333333333,8088,9807.33333333333
494,0,0,NA,8301.66666666667
495,27184,6796,5933,8564.6875
496,89863,14977.1666666667,9777,8827.70833333333
497,30080,6016,6266,8765.89583333333
498,143651,20521.5714285714,16938,8704.08333333333
499,68353,11392.1666666667,7113,9030.75595238095
500,65502,9357.42857142857,5012,9357.42857142857
501,102554,12819.25,9847,10275.4841657366
502,53436,13359,9767,10652.1747000558
503,26204,13102,13102,10634.7818254743
504,101586,20317.2,13304,10617.3889508929
505,68539,9791.28571428571,5480,9791.28571428571
506,43369,8673.8,5024,8673.8
507,39786,7957.2,8348,8364.99166666667
508,119200,19866.6666666667,8430.5,8260.07916666667
509,48931,8155.16666666667,8696,8155.16666666667
510,47607,9521.4,7838,9521.4
511,23353,7784.33333333333,5627,9723.075
512,39699,9924.75,9088,9924.75
513,39504.78,13168.26,12348,9791.16212332589
514,81777,10222.125,9461,9657.57424665179
515,39943,7988.6,6265,9241.71099330357
516,101690,12711.25,6465,8261.29698660714
517,56668,7083.5,5446,8533.99397321428
518,131906.92,18843.8457142857,14815,9531.93794642857
519,245249,35035.5714285714,7476,9610.08501116071
520,82133,16426.6,11514,9688.23207589286
521,44049,8809.8,9508,8809.8
522,71583,23861,23031,8624.30357142857
523,12756,12756,12756,8438.80714285714
524,42663,6094.71428571429,6170,9929.975
525,79948,11421.1428571429,12638,9870.82083333333
